YEAR	DATE	TIME	Hour	STREET1	STREET2	OFFSET	ROAD_CLASS	District	LATITUDE	LONGITUDE	LOCCOORD	ACCLOC	TRAFFCTL	VISIBILITY	LIGHT	RDSFCOND	ACCLASS	IMPACTYPE	INVTYPE	INVAGE	INJURY	FATAL_NO	INITDIR	VEHTYPE	MANOEUVER	DRIVACT	DRIVCOND	PEDTYPE	PEDACT	PEDCOND	CYCLISTYPE	CYCACT	CYCCOND	PEDESTRIAN	CYCLIST	AUTOMOBILE	MOTORCYCLE	TRUCK	TRSN_CITY_VEH	EMERG_VEH	PASSENGER	SPEEDING	AG_DRIV	REDLIGHT	ALCOHOL	DISABILITY	Division
2016	2016-01-15T05:00:00.000Z	1435	14	BAYVIEW AVE	EGLINTON AVE E	6 m North of	Major Arterial	North York	43.711028	-79.377147	Intersection	Intersection Related	Traffic Signal	Clear	Daylight	Wet	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	6	East	 	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	53
2016	2016-06-06T04:00:00.000Z	1435	14	KENNEDY RD	EGLINTON AVE E	 	Major Arterial	Scarborough	43.732192	-79.267925	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Turning Movement	Passenger	65 to 69	Fatal	44	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	Yes	Yes	 	 	41
2012	2012-11-07T05:00:00.000Z	1437	14	RICHMOND ST W	UNIVERSITY AVE	 	Major Arterial	Toronto and East York	43.650045	-79.38629	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	55 to 59	Fatal	38	West	Bicycle	Going Ahead	 	 	 	 	 	"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn."	Disobeyed Traffic Control	Unknown	 	Yes	Yes	 	 		 	Yes	 	 	 	 	 	52
2015	2015-10-23T04:00:00.000Z	1437	14	KEELE ST	DONALD AVE	 	Major Arterial	Etobicoke York	43.684897	-79.472804	Intersection	Intersection Related	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	53	East	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	12
2011	2011-08-30T04:00:00.000Z	1438	14	LAWRENCE AVE E	E OF DVP ON RAMP Aven	 	Major Arterial	North York	43.740245	-79.32799	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Rear End	Passenger	40 to 44	Fatal	22	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	Yes		 	Yes	Yes	Yes	 	 	 	33
2013	2013-01-15T05:00:00.000Z	1438	14	YONGE ST	MARLBOROUGH AVE	 	Major Arterial	Toronto and East York	43.679843	-79.390689	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	3	West	 	 	 	 	Vehicle turns left while ped crosses without ROW at inter.	Crossing without right of way	Inattentive	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	53
2013	2013-11-15T05:00:00.000Z	1440	14	64 ST CLAIR AVE W	 	 	Major Arterial	Toronto and East York	43.68751	-79.396922	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	53	South	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	53
2008	2008-01-31T05:00:00.000Z	1440	14	DON MILLS RD E	GODSTONE RD	 	Major Arterial	North York	43.782745	-79.34909	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	SMV Other	Passenger	80 to 84	Fatal	6	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	33
2016	2016-12-13T05:00:00.000Z	1440	14	MIDLAND AVE	KILCULLEN CASTLE GT	 	Major Arterial	Scarborough	43.81116	-79.290668	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	77	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2017	2017-01-25T05:00:00.000Z	1440	14	FINCH AVE W	WESTON RD	 	Major Arterial	Etobicoke York	43.752017	-79.542331	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Wet	Fatal	Angle	Driver	85 to 89	Fatal	6	South	"Automobile, Station Wagon"	Going Ahead	Disobeyed Traffic Control	Medical or Physical Disability	 	 	 	 	 	 	 	 	Yes	 	Yes		 	 	 	Yes	Yes	 	Yes	31
2016	2016-05-31T04:00:00.000Z	1441	14	DON VALLEY PARKWAY  S	LAWRENCE AVE E	 	Expressway	North York	43.738375	-79.332294	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Rear End	Driver	70 to 74	Fatal	35	South	"Automobile, Station Wagon"	Going Ahead	Speed too Slow	Inattentive	 	 	 	 	 	 	 	 	Yes	 	Yes		 	 	 	 	 	 	 	33
2009	2009-11-03T05:00:00.000Z	1445	14	GILDER DR	MIDLAND AVE	 	Major Arterial	Scarborough	43.736045	-79.25879	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	37	East	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	41
2012	2012-04-20T04:00:00.000Z	1447	14	DON VALLEY PARKWAY  N	GERRARD ST E	 	Expressway	Toronto and East York	43.665145	-79.35589	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Motorcycle Driver	35 to 39	Fatal	11	North	Motorcycle	Going Ahead	Exceeding Speed Limit	Unknown	 	 	 	 	 	 	 	 	 	Yes	 		 	 	Yes	Yes	 	 	 	55
2009	2009-08-07T04:00:00.000Z	1448	14	179 FALLINGBROOK RD	 	 	Collector	Scarborough	43.684645	-79.28029	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	21	North	Other	 	 	 	Pedestrian hit at private driveway	Other	Medical or Physical Disability	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2009	2009-06-23T04:00:00.000Z	1449	14	BLOOR ST W	ST HELENS AVE	 	Major Arterial	Toronto and East York	43.658045	-79.44399	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	17	West	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	Yes	 	 	 	11
2013	2013-04-16T04:00:00.000Z	1450	14	AVENUE RD	FAIRLAWN AVE	 	Major Arterial	North York	43.727843	-79.417888	Intersection	 	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	12	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	32
2013	2013-05-04T04:00:00.000Z	1450	14	YONGE ST	GERRARD ST E	 	Major Arterial	Toronto and East York	43.659644	-79.382388	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Motorcycle Driver	40 to 44	Fatal	13	North	Motorcycle	Changing Lanes	Improper Lane Change	Normal	 	 	 	 	 	 	Yes	 	 	Yes	 		 	 	 	 	 	 	 	"51,52"
2016	2016-07-28T04:00:00.000Z	1450	14	PARLIAMENT ST	SHUTER ST	 	Minor Arterial	Toronto and East York	43.656932	-79.364993	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	49	West	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	51
2012	2012-10-05T04:00:00.000Z	1455	14	JANE ST	CORBETT AVE	 	Major Arterial	Etobicoke York	43.670245	-79.49319	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Motorcycle Driver	35 to 39	Fatal	33	North	Motorcycle	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	 	 	 	 	12
2009	2009-12-08T05:00:00.000Z	1456	14	FINCH AVE E	DON MILLS RD	 	Major Arterial	North York	43.792645	-79.35469	Intersection	 	Traffic Signal	Clear	Daylight	Dry	Fatal	Turning Movement	Passenger	85 to 89	Fatal	44	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	33
2013	2013-12-24T05:00:00.000Z	1500	15	VICTORIA PARK AVE	O CONNOR DR	 	Major Arterial	Scarborough	43.722369	-79.301685	Mid-Block	 	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	63	East	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"54,41"
2018	2018-06-11T04:00:00.000Z	1500	15	DUFFERIN ST	BRIAR HILL AVE	 	Major Arterial	North York	43.702281	-79.452075	Intersection	Intersection Related	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	31	North	 	 	 	 	Unknown	Crossing with right of way	 	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	Yes	 	 	13
2010	2010-03-09T05:00:00.000Z	1504	15	STEELES AVE W	GIHON SPRING DR	 	Major Arterial	Etobicoke York	43.759545	-79.59529	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Approaching	Driver	45 to 49	Fatal	14	East	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	Yes		 	 	 	 	 	 	 	23
2017	2017-07-18T04:00:00.000Z	1504	15	BLOOR ST W	JANE ST	 	Major Arterial	Toronto and East York	43.64926	-79.484439	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Rear End	Motorcycle Driver	70 to 74	Fatal	31	East	Motorcycle	Going Ahead	Driving Properly	Unknown	 	 	 	 	 	 	 	 	 	Yes	Yes		 	 	 	 	 	 	 	11
2012	2012-12-03T05:00:00.000Z	1507	15	ELM RD	FAIRLAWN AVE	 	Collector	North York	43.728645	-79.41439	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	41	East	Other	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	32
2018	2018-04-13T04:00:00.000Z	1512	15	JANE ST	BEVERLY HILLS DR	 	Major Arterial	North York	43.719008	-79.508113	Intersection	At Intersection	Traffic Signal	 	Daylight	 	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	19	South	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	 	 	 	31
2014	2014-10-28T04:00:00.000Z	1515	15	VICTORIA PARK AVE	O CONNOR DR	 	Major Arterial	Scarborough	43.723372	-79.302089	Intersection	Intersection Related	Traffic Signal	Other	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	70 to 74	Fatal	36	South	Bicycle	Going Ahead	 	 	 	 	 	Motorist turning right on green or amber at signalized intersection strikes cyclist.	Other	Other	 	Yes	Yes	 	 		 	 	 	 	 	 	 	"54,41"
2015	2015-02-13T05:00:00.000Z	1516	15	ROYAL YORK RD	MANITOBA ST	 	Minor Arterial	Etobicoke York	43.621562	-79.500606	Intersection	 	No Control	Other	Daylight	Other	Fatal	Other	Passenger	75 to 79	Fatal	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	Yes	 	 	 	 	 	22
2013	2013-07-22T04:00:00.000Z	1519	15	KIPLING AVE	JUTLAND RD	 	Major Arterial	Etobicoke York	43.626245	-79.52879	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Turning Movement	Motorcycle Driver	20 to 24	Fatal	23	North	Motorcycle	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	Yes	 	 	 	22
2012	2012-06-08T04:00:00.000Z	1520	15	LAWRENCE AVE E	KARL FRASER  RD	 	Major Arterial	North York	43.736845	-79.34499	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	Turning Movement	Motorcycle Driver	40 to 44	Fatal	17	East	Motorcycle	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	Yes	 	 	 	33
2018	2018-01-15T05:00:00.000Z	1520	15	23 IANHALL RD	 	 	Local	North York	43.727904	-79.488223	Mid-Block	Non Intersection	No Control	Snow	Daylight	Loose Snow	Fatal	Pedestrian Collisions	Pedestrian	5 to 9	Fatal	7	Unknown	 	 	 	 	Pedestrian hit at mid-block	Person Getting on/off Vehicle	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	31
2013	2013-11-24T05:00:00.000Z	1521	15	100 STEELES AVE W	 	 	Major Arterial	North York	43.796965	-79.424747	Intersection	 	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	56	South	 	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	32
2017	2017-12-21T05:00:00.000Z	1528	15	KINGSTON RD	WARDEN AVE	 	Major Arterial	Scarborough	43.687686	-79.270885	Intersection	At Intersection	Traffic Signal	Other	Daylight	Other	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	62	South	 	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	Yes	Yes	 	41
2008	2008-02-29T05:00:00.000Z	1530	15	WESTON RD	STARVIEW LANE	 	Major Arterial	Etobicoke York	43.726445	-79.53559	Intersection	 	No Control	Snow	Daylight	Slush	Fatal	Approaching	Passenger	30 to 34	Fatal	10	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	Yes		 	Yes	Yes	Yes	 	 	 	31
2008	2008-02-29T05:00:00.000Z	1530	15	WESTON RD	STARVIEW LANE	 	Major Arterial	Etobicoke York	43.726445	-79.53559	Intersection	 	No Control	Snow	Daylight	Slush	Fatal	Approaching	Driver	55 to 59	Fatal	9	North	"Automobile, Station Wagon"	Going Ahead	Speed too Fast For Condition	Normal	 	 	 	 	 	 	 	 	Yes	 	Yes		 	Yes	Yes	Yes	 	 	 	31
2017	2017-04-21T04:00:00.000Z	1530	15	HALFMOON SQ	CANMORE BLVD	north of	Collector	Scarborough	43.793753	-79.17908	Intersection	Intersection Related	No Control	Clear	"Daylight, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	5 to 9	Fatal	19	East	 	 	 	 	Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block	Running onto Roadway	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	43
2018	2018-02-27T05:00:00.000Z	1530	15	CANONGATE TRL	OCKWELL MANOR  DR	 	Collector	Scarborough	43.818522	-79.306857	Intersection	At Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	10 to 14	Fatal	13	East	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2013	2013-08-27T04:00:00.000Z	1533	15	HUMBER COLLEGE Blvd	WINDWOOD Dr	 	Minor Arterial	Etobicoke York	43.730746	-79.606792	Mid-Block	 	Pedestrian Crossover	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	35	South	 	 	 	 	Pedestrian hit a PXO/ped. Mid-block signal	"Crossing, Pedestrian Crossover"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	 	 	 	23
2017	2017-03-07T05:00:00.000Z	1538	15	BLOOR ST W	KENNEDY PARK RD	8.6 m East of	Major Arterial	Toronto and East York	43.652056	-79.471744	Intersection	Intersection Related	No Control	Clear	Daylight	Dry	Fatal	Approaching	Passenger	35 to 39	Fatal	10	 	"Automobile, Station Wagon"	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	11
2011	2011-09-01T04:00:00.000Z	1540	15	MIDLAND AVE	BAYLAWN DR	 	Major Arterial	Scarborough	43.800545	-79.28489	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Driver	35 to 39	Fatal	23	South	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	42
2013	2013-03-07T05:00:00.000Z	1545	15	CLIFFSIDE DR	EAST HAVEN DR	 	Collector	Scarborough	43.703646	-79.25159	Intersection	 	Stop Sign	Clear	Daylight	Wet	Fatal	Pedestrian Collisions	Pedestrian	5 to 9	Fatal	6	West	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	Yes	 	 	 	41
2013	2013-08-30T04:00:00.000Z	1545	15	DANFORTH RD	BARDSEA CRT	 	Major Arterial	Scarborough	43.748545	-79.244487	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Turning Movement	Motorcycle Driver	45 to 49	Fatal	36	North	Motorcycle	Changing Lanes	Improper Lane Change	Normal	 	 	 	 	 	 	 	 	Yes	Yes	Yes		 	 	Yes	Yes	 	 	 	43
2009	2009-06-05T04:00:00.000Z	1547	15	FINCH AVE W	HALESIA DR	 	Major Arterial	Etobicoke York	43.733745	-79.60669	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Turning Movement	Motorcycle Driver	35 to 39	Fatal	15	East	Motorcycle	Slowing or Stopping	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	Yes	 	 	 	23
2016	2016-10-27T04:00:00.000Z	1549	15	CHERRY ST	POLSON ST	 	Collector	Toronto and East York	43.641406	-79.349178	Mid-Block	Overpass or Bridge	No Control	Rain	Daylight	Wet	Fatal	SMV Other	Driver	50 to 54	Fatal	66	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	"00,51"
2018	2018-08-16T04:00:00.000Z	1555	15	LESLIE ST	EGLINTON AVE E	 	Major Arterial	North York	43.718589	-79.350383	Intersection	Intersection Related	Stop Sign	Clear	Daylight	Dry	Fatal	Turning Movement	Driver	85 to 89	Fatal	43	East	Passenger Van	Turning Left	Improper Turn	Inattentive	 	 	 	 	 	 	 	 	Yes	 	Yes		 	 	 	 	 	 	 	33
2013	2013-01-23T05:00:00.000Z	1556	15	EGLINTON AVE E	SINNOTT RD	 	Major Arterial	Scarborough	43.729346	-79.280689	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	45 to 49	Fatal	2	North	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	 		 	 	 	Yes	Yes	 	 	41
2013	2013-11-30T05:00:00.000Z	1556	15	BLOOR ST W	NEILSON DR	 	Major Arterial	Etobicoke York	43.63444	-79.567218	Intersection	 	Traffic Signal	Other	Daylight	Other	Fatal	Turning Movement	Driver	30 to 34	Fatal	59	West	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	22
2018	2018-05-15T04:00:00.000Z	1558	15	LAKE SHORE BV W	COLBORNE LODGE DR	 	Major Arterial	Toronto and East York	43.637709	-79.458881	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	35 to 39	Fatal	30	South	Bicycle	Going Ahead	 	 	 	 	 	"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn."	Driving Properly	Normal	 	Yes	Yes	 	 		 	 	 	Yes	Yes	 	 	11
2018	2018-09-21T04:00:00.000Z	1600	16	NUTHATCH LANE	DOCTOR O LANE	 	Laneway	Toronto and East York	43.663325	-79.369693	Intersection	Intersection Related	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	48	Unknown	 	 	 	 	Unknown	Other	"Ability Impaired, Alcohol"	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	51
2018	2018-09-20T04:00:00.000Z	1600	16	DUFFERIN ST	CASTLEFIELD AVE	 	Major Arterial	North York	43.700686	-79.451724	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	90 to 94	Fatal	55	North	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	13
2013	2013-07-29T04:00:00.000Z	1604	16	LANGDEN AVE	CLIFF ST	 	Local	Etobicoke York	43.680644	-79.48479	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	29	Unknown	 	 	 	 	Vehicle is reversing and hits pedestrian	Other	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	12
2010	2010-03-02T05:00:00.000Z	1605	16	HORNER AVE	EDILOU DR	 	Minor Arterial	Etobicoke York	43.604745	-79.53139	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	13	South	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	22
2017	2017-06-13T04:00:00.000Z	1606	16	5085 SHEPPARD AVE E	 	 	Major Arterial	Scarborough	43.793505	-79.24007	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Turning Movement	Passenger	0 to 4	Fatal	27	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2014	2014-09-30T04:00:00.000Z	1608	16	ST CLAIR AVE W	KEELE ST	 	Major Arterial	Etobicoke York	43.672331	-79.468509	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	30	North	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	"12,11"
2009	2009-02-02T05:00:00.000Z	1610	16	FINCH AVE W	WESTON RD	 	Major Arterial	Etobicoke York	43.752045	-79.54239	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	90 to 94	Fatal	3	North	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Medical or Physical Disability	 	 	 	Yes	 	 	 	Yes		 	 	 	Yes	 	 	 	31
2014	2014-07-16T04:00:00.000Z	1615	16	MCRAE DR	MILLWOOD RD	 	Collector	North York	43.704775	-79.368121	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	5 to 9	Fatal	14	West	 	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	53
2014	2014-08-07T04:00:00.000Z	1618	16	5800 YONGE ST	 	 	Major Arterial	North York	43.784381	-79.416683	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	19	South	 	 	 	 	Pedestrian hit on sidewalk or shoulder	On Sidewalk or Shoulder	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	Yes	Yes	 	 	32
2014	2014-10-01T04:00:00.000Z	1620	16	35 IRWIN RD	 	 	Local	Etobicoke York	43.725997	-79.55511	Mid-Block	 	No Control	Clear	Daylight	Wet	Fatal	SMV Other	Motorcycle Driver	20 to 24	Fatal	31	East	Motorcycle	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	 	Yes	 		 	 	Yes	Yes	 	 	 	23
2012	2012-07-30T04:00:00.000Z	1623	16	NEILSON RD	OAKMEADOW BLVD	 	Minor Arterial	Scarborough	43.790545	-79.21259	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Driver	55 to 59	Fatal	23	South	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	43
2017	2017-10-03T04:00:00.000Z	1623	16	SENTINEL RD	ASSINIBOINE RD	15 m South of	Minor Arterial	Etobicoke York	43.768195	-79.501659	Intersection	At Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	47	East	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	31
2013	2013-11-03T04:00:00.000Z	1625	16	18 LONGSPUR RD	 	 	Collector	Toronto and East York	43.705802	-79.325069	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	55	West	Other	 	 	 	Vehicle is reversing and hits pedestrian	Other	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	54
2012	2012-08-23T04:00:00.000Z	1627	16	ALLIANCE AVE	ROCKCLIFFE BLVD	 	Collector	Etobicoke York	43.676943	-79.489391	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Angle	Motorcycle Driver	40 to 44	Fatal	26	North	Motorcycle	Going Ahead	Disobeyed Traffic Control	Unknown	 	 	 	 	 	 	 	 	Yes	Yes	 		 	Yes	 	Yes	Yes	 	 	12
2010	2010-05-06T04:00:00.000Z	1630	16	WELLINGTON ST W	SIMCOE ST	 	Minor Arterial	Toronto and East York	43.645845	-79.38629	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Angle	Passenger	80 to 84	Fatal	17	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	Yes	 	 	 	52
2017	2017-09-28T04:00:00.000Z	1630	16	BIRCHMOUNT RD	ZENITH DR	 	Minor Arterial	Scarborough	43.711009	-79.269771	Intersection	Intersection Related	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	45	Unknown	 	 	 	 	Pedestrian hit on sidewalk or shoulder	On Sidewalk or Shoulder	Normal	 	 	 	Yes	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	41
